,dia,variable,value
4283,2015-07-27,s,9835
4284,2015-07-28,s,10497
4285,2015-07-29,s,10600
4286,2015-07-30,s,10658
4287,2015-07-31,s,10532
4288,2015-08-01,s,8959
4289,2015-08-02,s,7688
4290,2015-08-03,s,10332
4291,2015-08-04,s,10721
4292,2015-08-05,s,10792
4293,2015-08-06,s,10793
4294,2015-08-07,s,10901
4295,2015-08-08,s,9548
4296,2015-08-09,s,7953
4297,2015-08-10,s,10705
4298,2015-08-11,s,11039
4299,2015-08-12,s,11089
4300,2015-08-13,s,11050
4301,2015-08-14,s,10777
4302,2015-08-15,s,9118
4303,2015-08-16,s,7725
4304,2015-08-17,s,10415
4305,2015-08-18,s,10813
4306,2015-08-19,s,10606
4307,2015-08-20,s,10485
4308,2015-08-21,s,10405
4309,2015-08-22,s,8894
4310,2015-08-23,s,7622
4311,2015-08-24,s,10100
4312,2015-08-25,s,10521
4313,2015-08-26,s,10625
4314,2015-08-27,s,10221
4315,2015-08-28,s,10277
4316,2015-08-29,s,8902
4317,2015-08-30,s,7619
4318,2015-08-31,s,10420
4319,2015-09-01,s,10686
4320,2015-09-02,s,10524
4321,2015-09-03,s,10502
4322,2015-09-04,s,10146
4323,2015-09-05,s,8530
4324,2015-09-06,s,7194
4325,2015-09-07,s,7399
4326,2015-09-08,s,9603
4327,2015-09-09,s,10205
4328,2015-09-10,s,10380
4329,2015-09-11,s,10171
4330,2015-09-12,s,8685
4331,2015-09-13,s,7294
4332,2015-09-14,s,9908
4333,2015-09-15,s,10455
4334,2015-09-16,s,10990
4335,2015-09-17,s,11079
4336,2015-09-18,s,11066
4337,2015-09-19,s,9330
4338,2015-09-20,s,7962
4339,2015-09-21,s,10696
4340,2015-09-22,s,11235
4341,2015-09-23,s,11412
4342,2015-09-24,s,11570
4343,2015-09-25,s,11074
4344,2015-09-26,s,9129
4345,2015-09-27,s,7747
4346,2015-09-28,s,9886
4347,2015-09-29,s,10437
4348,2015-09-30,s,10456
4349,2015-10-01,s,10650
4350,2015-10-02,s,10757
4351,2015-10-03,s,8925
4352,2015-10-04,s,7644
4353,2015-10-05,s,10203
4354,2015-10-06,s,10852
4355,2015-10-07,s,11192
4356,2015-10-08,s,11307
4357,2015-10-09,s,10785
4358,2015-10-10,s,9114
4359,2015-10-11,s,7747
4360,2015-10-12,s,7757
4361,2015-10-13,s,10183
4362,2015-10-14,s,10879
4363,2015-10-15,s,10906
4364,2015-10-16,s,11117
4365,2015-10-17,s,9394
4366,2015-10-18,s,7808
4367,2015-10-19,s,10394
4368,2015-10-20,s,11222
4369,2015-10-21,s,11353
4370,2015-10-22,s,11105
4371,2015-10-23,s,10913
4372,2015-10-24,s,9311
4373,2015-10-25,s,7643
4374,2015-10-26,s,10348
4375,2015-10-27,s,10816
4376,2015-10-28,s,10929
4377,2015-10-29,s,11234
4378,2015-10-30,s,11158
4379,2015-10-31,s,9454
4380,2015-11-01,s,7849
4381,2015-11-02,s,7871
4382,2015-11-03,s,10406
4383,2015-11-04,s,10906
4384,2015-11-05,s,10857
4385,2015-11-06,s,10724
4386,2015-11-07,s,9170
4387,2015-11-08,s,7783
4388,2015-11-09,s,10743
4389,2015-11-10,s,11235
4390,2015-11-11,s,11315
4391,2015-11-12,s,11455
4392,2015-11-13,s,11373
4393,2015-11-14,s,9620
4394,2015-11-15,s,8010
4395,2015-11-16,s,10592
4396,2015-11-17,s,10898
4397,2015-11-18,s,11208
4398,2015-11-19,s,11311
4399,2015-11-20,s,10618
4400,2015-11-21,s,9033
4401,2015-11-22,s,7718
4402,2015-11-23,s,10340
4403,2015-11-24,s,10612
4404,2015-11-25,s,10948
4405,2015-11-26,s,11174
4406,2015-11-27,s,11259
4407,2015-11-28,s,9679
4408,2015-11-29,s,7845
4409,2015-11-30,s,10399
4410,2015-12-01,s,10855
4411,2015-12-02,s,11081
4412,2015-12-03,s,11047
4413,2015-12-04,s,11074
4414,2015-12-05,s,9843
4415,2015-12-06,s,7578
4416,2015-12-07,s,10388
4417,2015-12-08,s,11110
4418,2015-12-09,s,11750
4419,2015-12-10,s,11373
4420,2015-12-11,s,11567
4421,2015-12-12,s,10266
4422,2015-12-13,s,8715
4423,2015-12-14,s,11385
4424,2015-12-15,s,11612
4425,2015-12-16,s,11525
4426,2015-12-17,s,11742
4427,2015-12-18,s,11548
4428,2015-12-19,s,9603
4429,2015-12-20,s,8168
4430,2015-12-21,s,10046
4431,2015-12-22,s,10545
4432,2015-12-23,s,10620
4433,2015-12-24,s,9166
4434,2015-12-25,s,7554
4435,2015-12-26,s,8448
4436,2015-12-27,s,8408
4437,2015-12-28,s,9919
4438,2015-12-29,s,10159
4439,2015-12-30,s,10220
4440,2015-12-31,s,9260
4441,2016-01-01,s,7647
4442,2016-01-02,s,8178
4443,2016-01-03,s,8149
4444,2016-01-04,s,10324
4445,2016-01-05,s,11048
4446,2016-01-06,s,11548
4447,2016-01-07,s,11851
4448,2016-01-08,s,11735
4449,2016-01-09,s,10291
4450,2016-01-10,s,9046
4451,2016-01-11,s,11847
4452,2016-01-12,s,12607
4453,2016-01-13,s,12917
4454,2016-01-14,s,12509
4455,2016-01-15,s,12426
4456,2016-01-16,s,10936
4457,2016-01-17,s,9463
4458,2016-01-18,s,12483
4459,2016-01-19,s,12811
4460,2016-01-20,s,12846
4461,2016-01-21,s,12792
4462,2016-01-22,s,12466
4463,2016-01-23,s,10958
4464,2016-01-24,s,9819
4465,2016-01-25,s,12847
4466,2016-01-26,s,12524
4467,2016-01-27,s,12001
4468,2016-01-28,s,12192
4469,2016-01-29,s,12890
4470,2016-01-30,s,10759
4471,2016-01-31,s,8817
4472,2016-02-01,s,11383
4473,2016-02-02,s,11398
4474,2016-02-03,s,11819
4475,2016-02-04,s,11916
4476,2016-02-05,s,12140
4477,2016-02-06,s,10460
4478,2016-02-07,s,9125
4479,2016-02-08,s,11308
4480,2016-02-09,s,11499
4481,2016-02-10,s,12684
4482,2016-02-11,s,12835
4483,2016-02-12,s,12816
4484,2016-02-13,s,11343
4485,2016-02-14,s,9812
4486,2016-02-15,s,12564
4487,2016-02-16,s,12441
4488,2016-02-17,s,12871
4489,2016-02-18,s,13148
4490,2016-02-19,s,13077
4491,2016-02-20,s,11093
4492,2016-02-21,s,9332
4493,2016-02-22,s,12238
4494,2016-02-23,s,12674
4495,2016-02-24,s,12941
4496,2016-02-25,s,13291
4497,2016-02-26,s,13336
4498,2016-02-27,s,10930
4499,2016-02-28,s,9005
4500,2016-02-29,s,11563
4501,2016-03-01,s,11823
4502,2016-03-02,s,11670
4503,2016-03-03,s,11159
4504,2016-03-04,s,11274
4505,2016-03-05,s,9806
4506,2016-03-06,s,8608
4507,2016-03-07,s,11611
4508,2016-03-08,s,12290
4509,2016-03-09,s,12144
4510,2016-03-10,s,11583
4511,2016-03-11,s,11269
4512,2016-03-12,s,9460
4513,2016-03-13,s,8149
4514,2016-03-14,s,11120
4515,2016-03-15,s,11822
4516,2016-03-16,s,12345
4517,2016-03-17,s,12739
4518,2016-03-18,s,13017
4519,2016-03-19,s,10889
4520,2016-03-20,s,9083
4521,2016-03-21,s,11672
4522,2016-03-22,s,11695
4523,2016-03-23,s,11526
4524,2016-03-24,s,11350
4525,2016-03-25,s,8393
4526,2016-03-26,s,8539
4527,2016-03-27,s,7675
4528,2016-03-28,s,10688
4529,2016-03-29,s,11438
4530,2016-03-30,s,11772
4531,2016-03-31,s,11913
4532,2016-04-01,s,11902
4533,2016-04-02,s,10490
4534,2016-04-03,s,9172
4535,2016-04-04,s,11961
4536,2016-04-05,s,12638
4537,2016-04-06,s,12960
4538,2016-04-07,s,12805
4539,2016-04-08,s,12419
4540,2016-04-09,s,10381
4541,2016-04-10,s,8898
4542,2016-04-11,s,11210
4543,2016-04-12,s,11583
4544,2016-04-13,s,11729
4545,2016-04-14,s,11849
4546,2016-04-15,s,12311
4547,2016-04-16,s,11003
4548,2016-04-17,s,9978
4549,2016-04-18,s,12855
4550,2016-04-19,s,13084
4551,2016-04-20,s,12836
4552,2016-04-21,s,10640
4553,2016-04-22,s,10675
4554,2016-04-23,s,9703
4555,2016-04-24,s,8927
4556,2016-04-25,s,11208
4557,2016-04-26,s,10832
4558,2016-04-27,s,10334
4559,2016-04-28,s,10790
4560,2016-04-29,s,10887
4561,2016-04-30,s,9249
4562,2016-05-01,s,7538
4563,2016-05-02,s,10273
4564,2016-05-03,s,10703
4565,2016-05-04,s,10796
4566,2016-05-05,s,10911
4567,2016-05-06,s,10791
4568,2016-05-07,s,9182
4569,2016-05-08,s,7694
4570,2016-05-09,s,10265
4571,2016-05-10,s,10641
4572,2016-05-11,s,10797
4573,2016-05-12,s,10826
4574,2016-05-13,s,10659
4575,2016-05-14,s,9025
4576,2016-05-15,s,7876
4577,2016-05-16,s,10200
4578,2016-05-17,s,10601
4579,2016-05-18,s,10887
4580,2016-05-19,s,11151
4581,2016-05-20,s,11044
4582,2016-05-21,s,9207
4583,2016-05-22,s,8031
4584,2016-05-23,s,10460
4585,2016-05-24,s,10889
4586,2016-05-25,s,10647
4587,2016-05-26,s,8823
4588,2016-05-27,s,9714
4589,2016-05-28,s,8791
4590,2016-05-29,s,8063
4591,2016-05-30,s,10693
4592,2016-05-31,s,10921
4593,2016-06-01,s,10933
4594,2016-06-02,s,10966
4595,2016-06-03,s,10992
4596,2016-06-04,s,9499
4597,2016-06-05,s,8359
4598,2016-06-06,s,11037
4599,2016-06-07,s,11254
4600,2016-06-08,s,11297
4601,2016-06-09,s,11418
4602,2016-06-10,s,11423
4603,2016-06-11,s,9872
4604,2016-06-12,s,8616
4605,2016-06-13,s,10976
4606,2016-06-14,s,11197
4607,2016-06-15,s,11121
4608,2016-06-16,s,11145
4609,2016-06-17,s,11009
4610,2016-06-18,s,9657
4611,2016-06-19,s,8432
4612,2016-06-20,s,11015
4613,2016-06-21,s,11421
4614,2016-06-22,s,11256
4615,2016-06-23,s,11135
4616,2016-06-24,s,11152
4617,2016-06-25,s,9501
4618,2016-06-26,s,8219
4619,2016-06-27,s,10805
4620,2016-06-28,s,11164
4621,2016-06-29,s,11106
4622,2016-06-30,s,11143
4623,2016-07-01,s,11081
4624,2016-07-02,s,9548
4625,2016-07-03,s,8233
4626,2016-07-04,s,10588
4627,2016-07-05,s,10861
4628,2016-07-06,s,10701
4629,2016-07-07,s,10636
4630,2016-07-08,s,10679
4631,2016-07-09,s,9244
4632,2016-07-10,s,8025
4633,2016-07-11,s,10514
4634,2016-07-12,s,10838
4635,2016-07-13,s,10709
4636,2016-07-14,s,10760
4637,2016-07-15,s,10480
4638,2016-07-16,s,9069
4639,2016-07-17,s,7748
4640,2016-07-18,s,10404
4641,2016-07-19,s,10851
4642,2016-07-20,s,10952
4643,2016-07-21,s,11066
4644,2016-07-22,s,10974
4645,2016-07-23,s,9332
4646,2016-07-24,s,7973
4647,2016-07-25,s,10344
4648,2016-07-26,s,10798
4649,2016-07-27,s,10817
4650,2016-07-28,s,10987
4651,2016-07-29,s,10918
4652,2016-07-30,s,9225
4653,2016-07-31,s,7948
4654,2016-08-01,s,10470
4655,2016-08-02,s,10959
4656,2016-08-03,s,10915
4657,2016-08-04,s,10864
4658,2016-08-05,s,10770
4659,2016-08-06,s,9291
4660,2016-08-07,s,7977
4661,2016-08-08,s,10575
4662,2016-08-09,s,10955
4663,2016-08-10,s,10941
4664,2016-08-11,s,10978
4665,2016-08-12,s,10817
4666,2016-08-13,s,9185
4667,2016-08-14,s,7868
4668,2016-08-15,s,10329
4669,2016-08-16,s,10706
4670,2016-08-17,s,10722
4671,2016-08-18,s,10717
4672,2016-08-19,s,10765
4673,2016-08-20,s,9289
4674,2016-08-21,s,7942
4675,2016-08-22,s,10364
4676,2016-08-23,s,10782
4677,2016-08-24,s,10757
4678,2016-08-25,s,10797
4679,2016-08-26,s,10912
4680,2016-08-27,s,9498
4681,2016-08-28,s,8153
4682,2016-08-29,s,10636
4683,2016-08-30,s,10926
4684,2016-08-31,s,10827
4685,2016-09-01,s,10674
4686,2016-09-02,s,10635
4687,2016-09-03,s,9257
4688,2016-09-04,s,7943
4689,2016-09-05,s,10294
4690,2016-09-06,s,10462
4691,2016-09-07,s,8620
4692,2016-09-08,s,10178
4693,2016-09-09,s,10365
4694,2016-09-10,s,9063
4695,2016-09-11,s,8050
4696,2016-09-12,s,10786
4697,2016-09-13,s,10957
4698,2016-09-14,s,10556
4699,2016-09-15,s,10722
4700,2016-09-16,s,10763
4701,2016-09-17,s,9320
4702,2016-09-18,s,8041
4703,2016-09-19,s,10013
4704,2016-09-20,s,9867
4705,2016-09-21,s,10623
4706,2016-09-22,s,10814
4707,2016-09-23,s,10838
4708,2016-09-24,s,9388
4709,2016-09-25,s,8000
4710,2016-09-26,s,10523
4711,2016-09-27,s,10967
4712,2016-09-28,s,11144
4713,2016-09-29,s,11017
4714,2016-09-30,s,11004
4715,2016-10-01,s,9380
4716,2016-10-02,s,7975
4717,2016-10-03,s,10552
4718,2016-10-04,s,10954
4719,2016-10-05,s,10996
4720,2016-10-06,s,10657
4721,2016-10-07,s,10566
4722,2016-10-08,s,9239
4723,2016-10-09,s,8009
4724,2016-10-10,s,10563
4725,2016-10-11,s,10922
4726,2016-10-12,s,8854
4727,2016-10-13,s,10608
4728,2016-10-14,s,10769
4729,2016-10-15,s,9448
4730,2016-10-16,s,8349
4731,2016-10-17,s,11192
4732,2016-10-18,s,11414
4733,2016-10-19,s,11593
4734,2016-10-20,s,11547
4735,2016-10-21,s,11077
4736,2016-10-22,s,9547
4737,2016-10-23,s,8319
4738,2016-10-24,s,11301
4739,2016-10-25,s,11147
4740,2016-10-26,s,11082
4741,2016-10-27,s,10728
4742,2016-10-28,s,10462
4743,2016-10-29,s,9181
4744,2016-10-30,s,7782
4745,2016-10-31,s,10761
4746,2016-11-01,s,11346
4747,2016-11-02,s,8813
4748,2016-11-03,s,10510
4749,2016-11-04,s,10709
4750,2016-11-05,s,9563
4751,2016-11-06,s,8440
4752,2016-11-07,s,11722
4753,2016-11-08,s,12193
4754,2016-11-09,s,11592
4755,2016-11-10,s,11960
4756,2016-11-11,s,11506
4757,2016-11-12,s,9415
4758,2016-11-13,s,8164
4759,2016-11-14,s,10496
4760,2016-11-15,s,9671
4761,2016-11-16,s,11547
4762,2016-11-17,s,11451
4763,2016-11-18,s,10913
4764,2016-11-19,s,9483
4765,2016-11-20,s,8340
4766,2016-11-21,s,11382
4767,2016-11-22,s,11736
4768,2016-11-23,s,11755
4769,2016-11-24,s,11978
4770,2016-11-25,s,11918
4771,2016-11-26,s,10683
4772,2016-11-27,s,9342
4773,2016-11-28,s,11848
4774,2016-11-29,s,11675
4775,2016-11-30,s,11394
4776,2016-12-01,s,11566
4777,2016-12-02,s,12081
4778,2016-12-03,s,10210
4779,2016-12-04,s,8202
4780,2016-12-05,s,11139
4781,2016-12-06,s,12214
4782,2016-12-07,s,12678
4783,2016-12-08,s,12470
4784,2016-12-09,s,11984
4785,2016-12-10,s,10421
4786,2016-12-11,s,9457
4787,2016-12-12,s,12058
4788,2016-12-13,s,12883
4789,2016-12-14,s,12138
4790,2016-12-15,s,11765
4791,2016-12-16,s,11639
4792,2016-12-17,s,10481
4793,2016-12-18,s,9445
4794,2016-12-19,s,11524
4795,2016-12-20,s,11790
4796,2016-12-21,s,11734
4797,2016-12-22,s,12041
4798,2016-12-23,s,11737
4799,2016-12-24,s,10096
4800,2016-12-25,s,8900
4801,2016-12-26,s,11230
4802,2016-12-27,s,11527
4803,2016-12-28,s,11117
4804,2016-12-29,s,10962
4805,2016-12-30,s,10514
4806,2016-12-31,s,9393
4807,2017-01-01,s,8533
4808,2017-01-02,s,10743
4809,2017-01-03,s,11875
4810,2017-01-04,s,11982
4811,2017-01-05,s,11703
4812,2017-01-06,s,11341
4813,2017-01-07,s,10192
4814,2017-01-08,s,9587
4815,2017-01-09,s,12314
4816,2017-01-10,s,12555
4817,2017-01-11,s,12642
4818,2017-01-12,s,12647
4819,2017-01-13,s,12846
4820,2017-01-14,s,11476
4821,2017-01-15,s,10331
4822,2017-01-16,s,13193
4823,2017-01-17,s,13095
4824,2017-01-18,s,13369
4825,2017-01-19,s,13201
4826,2017-01-20,s,12878
4827,2017-01-21,s,11176
4828,2017-01-22,s,9950
4829,2017-01-23,s,12921
4830,2017-01-24,s,13487
4831,2017-01-25,s,13160
4832,2017-01-26,s,12583
4833,2017-01-27,s,12179
4834,2017-01-28,s,10685
4835,2017-01-29,s,9655
4836,2017-01-30,s,12710
4837,2017-01-31,s,12793
4838,2017-02-01,s,12650
4839,2017-02-02,s,12709
4840,2017-02-03,s,13060
4841,2017-02-04,s,11719
4842,2017-02-05,s,10297
4843,2017-02-06,s,12884
4844,2017-02-07,s,12946
4845,2017-02-08,s,13010
4846,2017-02-09,s,13204
4847,2017-02-10,s,13215
4848,2017-02-11,s,11237
4849,2017-02-12,s,9597
4850,2017-02-13,s,12501
4851,2017-02-14,s,12786
4852,2017-02-15,s,13446
4853,2017-02-16,s,13869
4854,2017-02-17,s,13299
4855,2017-02-18,s,11891
4856,2017-02-19,s,10786
4857,2017-02-20,s,14073
4858,2017-02-21,s,14302
4859,2017-02-22,s,14258
4860,2017-02-23,s,13703
4861,2017-02-24,s,13385
4862,2017-02-25,s,11481
4863,2017-02-26,s,10018
4864,2017-02-27,s,11881
4865,2017-02-28,s,12113
4866,2017-03-01,s,13253
4867,2017-03-02,s,13663
4868,2017-03-03,s,13629
4869,2017-03-04,s,11224
4870,2017-03-05,s,9533
4871,2017-03-06,s,12492
4872,2017-03-07,s,13194
4873,2017-03-08,s,13453
4874,2017-03-09,s,13709
4875,2017-03-10,s,12912
4876,2017-03-11,s,10717
4877,2017-03-12,s,9191
4878,2017-03-13,s,11325
4879,2017-03-14,s,11910
4880,2017-03-15,s,12644
4881,2017-03-16,s,12492
4882,2017-03-17,s,11437
4883,2017-03-18,s,9549
4884,2017-03-19,s,8317
4885,2017-03-20,s,11132
4886,2017-03-21,s,11650
4887,2017-03-22,s,11902
4888,2017-03-23,s,11995
4889,2017-03-24,s,12071
4890,2017-03-25,s,10436
4891,2017-03-26,s,8881
4892,2017-03-27,s,11506
4893,2017-03-28,s,11759
4894,2017-03-29,s,11726
4895,2017-03-30,s,11787
4896,2017-03-31,s,11670
4897,2017-04-01,s,9875
4898,2017-04-02,s,8671
4899,2017-04-03,s,11601
4900,2017-04-04,s,12106
4901,2017-04-05,s,11875
4902,2017-04-06,s,11523
4903,2017-04-07,s,11590
4904,2017-04-08,s,10229
4905,2017-04-09,s,8940
4906,2017-04-10,s,11916
4907,2017-04-11,s,11950
4908,2017-04-12,s,11578
4909,2017-04-13,s,11344
4910,2017-04-14,s,8682
4911,2017-04-15,s,9159
4912,2017-04-16,s,8258
4913,2017-04-17,s,10999
4914,2017-04-18,s,11491
4915,2017-04-19,s,11486
4916,2017-04-20,s,11427
4917,2017-04-21,s,9512
4918,2017-04-22,s,9055
4919,2017-04-23,s,8191
4920,2017-04-24,s,10918
4921,2017-04-25,s,11268
4922,2017-04-26,s,10680
4923,2017-04-27,s,10623
4924,2017-04-28,s,10495
4925,2017-04-29,s,9111
4926,2017-04-30,s,7709
4927,2017-05-01,s,7995
4928,2017-05-02,s,10643
4929,2017-05-03,s,11129
4930,2017-05-04,s,11122
4931,2017-05-05,s,11109
4932,2017-05-06,s,9579
4933,2017-05-07,s,8260
4934,2017-05-08,s,10925
4935,2017-05-09,s,11167
4936,2017-05-10,s,11110
4937,2017-05-11,s,11187
4938,2017-05-12,s,11146
4939,2017-05-13,s,9515
4940,2017-05-14,s,7816
4941,2017-05-15,s,10465
4942,2017-05-16,s,10993
4943,2017-05-17,s,11049
4944,2017-05-18,s,10937
4945,2017-05-19,s,10578
4946,2017-05-20,s,9137
4947,2017-05-21,s,7751
4948,2017-05-22,s,10310
4949,2017-05-23,s,10849
4950,2017-05-24,s,10864
4951,2017-05-25,s,11006
4952,2017-05-26,s,11041
4953,2017-05-27,s,9518
4954,2017-05-28,s,8096
4955,2017-05-29,s,10570
4956,2017-05-30,s,11098
4957,2017-05-31,s,11103
4958,2017-06-01,s,10851
4959,2017-06-02,s,10787
4960,2017-06-03,s,9164
4961,2017-06-04,s,7948
4962,2017-06-05,s,10790
4963,2017-06-06,s,11060
4964,2017-06-07,s,11088
4965,2017-06-08,s,11047
4966,2017-06-09,s,11133
4967,2017-06-10,s,9576
4968,2017-06-11,s,8145
4969,2017-06-12,s,10633
4970,2017-06-13,s,11070
4971,2017-06-14,s,11085
4972,2017-06-15,s,9322
4973,2017-06-16,s,10086
4974,2017-06-17,s,9083
4975,2017-06-18,s,8071
4976,2017-06-19,s,10855
4977,2017-06-20,s,11387
4978,2017-06-21,s,11274
4979,2017-06-22,s,11233
4980,2017-06-23,s,11142
4981,2017-06-24,s,9620
4982,2017-06-25,s,8093
4983,2017-06-26,s,10722
4984,2017-06-27,s,11100
4985,2017-06-28,s,11265
4986,2017-06-29,s,11324
4987,2017-06-30,s,11192
4988,2017-07-01,s,9557
4989,2017-07-02,s,8212
4990,2017-07-03,s,10868
4991,2017-07-04,s,11168
4992,2017-07-05,s,11169
4993,2017-07-06,s,11205
4994,2017-07-07,s,11216
4995,2017-07-08,s,9553
4996,2017-07-09,s,8223
4997,2017-07-10,s,10885
4998,2017-07-11,s,11309
4999,2017-07-12,s,11376
5000,2017-07-13,s,11336
5001,2017-07-14,s,11334
5002,2017-07-15,s,9679
5003,2017-07-16,s,8316
5004,2017-07-17,s,11124
5005,2017-07-18,s,11514
5006,2017-07-19,s,11498
5007,2017-07-20,s,11488
5008,2017-07-21,s,11300
5009,2017-07-22,s,9638
5010,2017-07-23,s,8208
5011,2017-07-24,s,10768
5012,2017-07-25,s,11164
5013,2017-07-26,s,11309
5014,2017-07-27,s,11286
5015,2017-07-28,s,11180
5016,2017-07-29,s,9677
5017,2017-07-30,s,8389
5018,2017-07-31,s,11049
5019,2017-08-01,s,11321
5020,2017-08-02,s,11364
5021,2017-08-03,s,11050
5022,2017-08-04,s,10928
5023,2017-08-05,s,9545
5024,2017-08-06,s,8214
5025,2017-08-07,s,10767
5026,2017-08-08,s,11302
5027,2017-08-09,s,11443
5028,2017-08-10,s,11686
5029,2017-08-11,s,11335
5030,2017-08-12,s,9731
5031,2017-08-13,s,8182
5032,2017-08-14,s,10513
5033,2017-08-15,s,10967
5034,2017-08-16,s,11087
5035,2017-08-17,s,11104
5036,2017-08-18,s,11066
5037,2017-08-19,s,9602
5038,2017-08-20,s,7927
5039,2017-08-21,s,10477
5040,2017-08-22,s,11066
5041,2017-08-23,s,11186
5042,2017-08-24,s,11420
5043,2017-08-25,s,11383
5044,2017-08-26,s,9790
5045,2017-08-27,s,8432
5046,2017-08-28,s,11127
5047,2017-08-29,s,11736
5048,2017-08-30,s,11675
5049,2017-08-31,s,11508
5050,2017-09-01,s,11254
5051,2017-09-02,s,9794
5052,2017-09-03,s,8550
5053,2017-09-04,s,11558
5054,2017-09-05,s,11561
5055,2017-09-06,s,11389
5056,2017-09-07,s,9576
5057,2017-09-08,s,10602
5058,2017-09-09,s,9535
5059,2017-09-10,s,8754
5060,2017-09-11,s,11481
5061,2017-09-12,s,11810
5062,2017-09-13,s,11893
5063,2017-09-14,s,11979
5064,2017-09-15,s,11778
5065,2017-09-16,s,9895
5066,2017-09-17,s,8393
5067,2017-09-18,s,11093
5068,2017-09-19,s,11579
5069,2017-09-20,s,11285
5070,2017-09-21,s,12060
5071,2017-09-22,s,12151
5072,2017-09-23,s,10103
5073,2017-09-24,s,8529
5074,2017-09-25,s,11216
5075,2017-09-26,s,11756
5076,2017-09-27,s,11848
5077,2017-09-28,s,11613
5078,2017-09-29,s,11241
5079,2017-09-30,s,9524
5080,2017-10-01,s,8055
5081,2017-10-02,s,10373
5082,2017-10-03,s,10752
5083,2017-10-04,s,11067
5084,2017-10-05,s,11466
5085,2017-10-06,s,11713
5086,2017-10-07,s,9541
5087,2017-10-08,s,8151
5088,2017-10-09,s,10813
5089,2017-10-10,s,11409
5090,2017-10-11,s,11596
5091,2017-10-12,s,9513
5092,2017-10-13,s,10794
5093,2017-10-14,s,9286
5094,2017-10-15,s,8039
5095,2017-10-16,s,10855
5096,2017-10-17,s,11620
5097,2017-10-18,s,12183
5098,2017-10-19,s,11614
5099,2017-10-20,s,11443
5100,2017-10-21,s,9824
5101,2017-10-22,s,8119
5102,2017-10-23,s,10623
5103,2017-10-24,s,11207
5104,2017-10-25,s,11232
5105,2017-10-26,s,11232
5106,2017-10-27,s,11411
5107,2017-10-28,s,9826
5108,2017-10-29,s,8441
5109,2017-10-30,s,11024
5110,2017-10-31,s,11339
5111,2017-11-01,s,11206
5112,2017-11-02,s,9139
5113,2017-11-03,s,10354
5114,2017-11-04,s,9257
5115,2017-11-05,s,8004
5116,2017-11-06,s,10726
5117,2017-11-07,s,11395
5118,2017-11-08,s,11428
5119,2017-11-09,s,11677
5120,2017-11-10,s,11654
5121,2017-11-11,s,9740
5122,2017-11-12,s,8322
5123,2017-11-13,s,11232
5124,2017-11-14,s,11815
5125,2017-11-15,s,10554
5126,2017-11-16,s,12443
5127,2017-11-17,s,11700
5128,2017-11-18,s,9853
5129,2017-11-19,s,8317
5130,2017-11-20,s,11312
5131,2017-11-21,s,11835
5132,2017-11-22,s,11508
5133,2017-11-23,s,11648
5134,2017-11-24,s,12124
5135,2017-11-25,s,10314
5136,2017-11-26,s,8713
5137,2017-11-27,s,11577
5138,2017-11-28,s,12152
5139,2017-11-29,s,12263
5140,2017-11-30,s,12083
5141,2017-12-01,s,11968
5142,2017-12-02,s,10593
5143,2017-12-03,s,9377
5144,2017-12-04,s,12240
5145,2017-12-05,s,12490
5146,2017-12-06,s,12713
5147,2017-12-07,s,12729
5148,2017-12-08,s,12682
5149,2017-12-09,s,11115
5150,2017-12-10,s,9956
5151,2017-12-11,s,12586
5152,2017-12-12,s,12465
5153,2017-12-13,s,13005
5154,2017-12-14,s,13635
5155,2017-12-15,s,13658
5156,2017-12-16,s,12169
5157,2017-12-17,s,10537
5158,2017-12-18,s,12168
5159,2017-12-19,s,12405
5160,2017-12-20,s,12182
5161,2017-12-21,s,11927
5162,2017-12-22,s,12111
5163,2017-12-23,s,10634
5164,2017-12-24,s,8825
5165,2017-12-25,s,7682
5166,2017-12-26,s,9830
5167,2017-12-27,s,10922
5168,2017-12-28,s,11147
5169,2017-12-29,s,10578
5170,2017-12-30,s,9428
5171,2017-12-31,s,8902
5172,2018-01-01,s,8351
5173,2018-01-02,s,10178
5174,2018-01-03,s,11139
5175,2018-01-04,s,11696
5176,2018-01-05,s,12370
5177,2018-01-06,s,11012
5178,2018-01-07,s,9313
5179,2018-01-08,s,11720
5180,2018-01-09,s,12113
5181,2018-01-10,s,12334
5182,2018-01-11,s,12497
5183,2018-01-12,s,12617
5184,2018-01-13,s,11065
5185,2018-01-14,s,9762
5186,2018-01-15,s,12587
5187,2018-01-16,s,12865
5188,2018-01-17,s,12887
5189,2018-01-18,s,13273
5190,2018-01-19,s,12957
5191,2018-01-20,s,11008
5192,2018-01-21,s,9360
5193,2018-01-22,s,12100
5194,2018-01-23,s,12686
5195,2018-01-24,s,12930
5196,2018-01-25,s,12568
5197,2018-01-26,s,12497
5198,2018-01-27,s,10838
5199,2018-01-28,s,9589
5200,2018-01-29,s,12530
5201,2018-01-30,s,12752
5202,2018-01-31,s,12938
5203,2018-02-01,s,12995
5204,2018-02-02,s,12896
5205,2018-02-03,s,11302
5206,2018-02-04,s,9777
5207,2018-02-05,s,12663
5208,2018-02-06,s,13226
5209,2018-02-07,s,13619
5210,2018-02-08,s,13885
5211,2018-02-09,s,13842
5212,2018-02-10,s,11425
5213,2018-02-11,s,9752
5214,2018-02-12,s,10882
