,dia,variable,value
7398,2014-12-08,ne,9539
7399,2014-12-09,ne,10123
7400,2014-12-10,ne,10184
7401,2014-12-11,ne,10194
7402,2014-12-12,ne,10177
7403,2014-12-13,ne,9607
7404,2014-12-14,ne,8893
7405,2014-12-15,ne,10004
7406,2014-12-16,ne,9942
7407,2014-12-17,ne,9821
7408,2014-12-18,ne,9666
7409,2014-12-19,ne,9701
7410,2014-12-20,ne,9216
7411,2014-12-21,ne,8838
7412,2014-12-22,ne,9630
7413,2014-12-23,ne,9799
7414,2014-12-24,ne,9195
7415,2014-12-25,ne,8247
7416,2014-12-26,ne,9266
7417,2014-12-27,ne,9217
7418,2014-12-28,ne,8758
7419,2014-12-29,ne,9881
7420,2014-12-30,ne,10076
7421,2014-12-31,ne,9405
7422,2015-01-01,ne,8309
7423,2015-01-02,ne,9422
7424,2015-01-03,ne,9266
7425,2015-01-04,ne,8633
7426,2015-01-05,ne,9832
7427,2015-01-06,ne,10271
7428,2015-01-07,ne,10183
7429,2015-01-08,ne,10202
7430,2015-01-09,ne,10218
7431,2015-01-10,ne,9794
7432,2015-01-11,ne,9074
7433,2015-01-12,ne,10259
7434,2015-01-13,ne,10521
7435,2015-01-14,ne,10533
7436,2015-01-15,ne,10529
7437,2015-01-16,ne,10595
7438,2015-01-17,ne,10112
7439,2015-01-18,ne,9286
7440,2015-01-19,ne,10364
7441,2015-01-20,ne,10624
7442,2015-01-21,ne,10708
7443,2015-01-22,ne,10559
7444,2015-01-23,ne,10431
7445,2015-01-24,ne,9945
7446,2015-01-25,ne,9071
7447,2015-01-26,ne,10220
7448,2015-01-27,ne,10480
7449,2015-01-28,ne,10532
7450,2015-01-29,ne,10637
7451,2015-01-30,ne,10665
7452,2015-01-31,ne,10224
7453,2015-02-01,ne,9401
7454,2015-02-02,ne,10335
7455,2015-02-03,ne,10724
7456,2015-02-04,ne,10595
7457,2015-02-05,ne,10422
7458,2015-02-06,ne,10314
7459,2015-02-07,ne,9878
7460,2015-02-08,ne,9183
7461,2015-02-09,ne,10341
7462,2015-02-10,ne,10648
7463,2015-02-11,ne,10561
7464,2015-02-12,ne,10644
7465,2015-02-13,ne,10543
7466,2015-02-14,ne,9831
