,dia,variable,value
936,2015-07-26,seco,27869
937,2015-07-27,seco,33305
938,2015-07-28,seco,34578
939,2015-07-29,seco,35016
940,2015-07-30,seco,34636
941,2015-07-31,seco,34901
942,2015-08-01,seco,31509
943,2015-08-02,seco,28184
944,2015-08-03,seco,34053
945,2015-08-04,seco,35493
946,2015-08-05,seco,35637
947,2015-08-06,seco,35713
948,2015-08-07,seco,35766
949,2015-08-08,seco,32601
950,2015-08-09,seco,28695
951,2015-08-10,seco,34637
952,2015-08-11,seco,35298
953,2015-08-12,seco,35223
954,2015-08-13,seco,35320
955,2015-08-14,seco,35174
956,2015-08-15,seco,32339
957,2015-08-16,seco,29243
958,2015-08-17,seco,35387
959,2015-08-18,seco,36367
960,2015-08-19,seco,36566
961,2015-08-20,seco,35772
962,2015-08-21,seco,35403
963,2015-08-22,seco,32314
964,2015-08-23,seco,29162
965,2015-08-24,seco,35157
966,2015-08-25,seco,35844
967,2015-08-26,seco,36128
968,2015-08-27,seco,35923
969,2015-08-28,seco,35335
970,2015-08-29,seco,31869
971,2015-08-30,seco,28884
972,2015-08-31,seco,35594
973,2015-09-01,seco,36894
974,2015-09-02,seco,36110
975,2015-09-03,seco,36029
976,2015-09-04,seco,36045
977,2015-09-05,seco,32122
978,2015-09-06,seco,28214
979,2015-09-07,seco,28969
980,2015-09-08,seco,34630
981,2015-09-09,seco,35621
982,2015-09-10,seco,36055
983,2015-09-11,seco,36532
984,2015-09-12,seco,32664
985,2015-09-13,seco,28740
986,2015-09-14,seco,33841
987,2015-09-15,seco,35265
988,2015-09-16,seco,37219
989,2015-09-17,seco,38406
990,2015-09-18,seco,38891
991,2015-09-19,seco,35422
992,2015-09-20,seco,31206
993,2015-09-21,seco,37761
994,2015-09-22,seco,38961
995,2015-09-23,seco,39317
996,2015-09-24,seco,40392
997,2015-09-25,seco,40310
998,2015-09-26,seco,35391
999,2015-09-27,seco,31636
1000,2015-09-28,seco,37079
1001,2015-09-29,seco,37524
1002,2015-09-30,seco,37515
1003,2015-10-01,seco,37868
1004,2015-10-02,seco,38774
1005,2015-10-03,seco,34865
1006,2015-10-04,seco,30773
1007,2015-10-05,seco,36213
1008,2015-10-06,seco,36954
1009,2015-10-07,seco,37361
1010,2015-10-08,seco,38566
1011,2015-10-09,seco,38916
1012,2015-10-10,seco,34863
1013,2015-10-11,seco,31255
1014,2015-10-12,seco,30821
1015,2015-10-13,seco,37588
1016,2015-10-14,seco,39607
1017,2015-10-15,seco,40823
1018,2015-10-16,seco,41637
1019,2015-10-17,seco,36949
1020,2015-10-18,seco,31227
1021,2015-10-19,seco,36962
1022,2015-10-20,seco,39345
1023,2015-10-21,seco,40841
1024,2015-10-22,seco,39940
1025,2015-10-23,seco,38252
1026,2015-10-24,seco,34141
1027,2015-10-25,seco,29764
1028,2015-10-26,seco,36522
1029,2015-10-27,seco,38285
1030,2015-10-28,seco,38094
1031,2015-10-29,seco,37438
1032,2015-10-30,seco,36937
1033,2015-10-31,seco,34005
1034,2015-11-01,seco,30636
1035,2015-11-02,seco,30816
1036,2015-11-03,seco,37601
1037,2015-11-04,seco,38972
1038,2015-11-05,seco,38354
1039,2015-11-06,seco,38229
1040,2015-11-07,seco,33681
1041,2015-11-08,seco,30008
1042,2015-11-09,seco,36864
1043,2015-11-10,seco,38847
1044,2015-11-11,seco,39857
1045,2015-11-12,seco,40258
1046,2015-11-13,seco,40212
1047,2015-11-14,seco,36229
1048,2015-11-15,seco,32130
1049,2015-11-16,seco,37672
1050,2015-11-17,seco,38065
1051,2015-11-18,seco,38855
1052,2015-11-19,seco,39845
1053,2015-11-20,seco,36667
1054,2015-11-21,seco,33832
1055,2015-11-22,seco,30068
1056,2015-11-23,seco,36749
1057,2015-11-24,seco,37517
1058,2015-11-25,seco,38138
1059,2015-11-26,seco,38358
1060,2015-11-27,seco,38169
1061,2015-11-28,seco,34826
1062,2015-11-29,seco,31599
1063,2015-11-30,seco,36633
1064,2015-12-01,seco,37193
1065,2015-12-02,seco,37955
1066,2015-12-03,seco,37849
1067,2015-12-04,seco,37353
1068,2015-12-05,seco,34364
1069,2015-12-06,seco,31600
1070,2015-12-07,seco,36686
1071,2015-12-08,seco,36992
1072,2015-12-09,seco,38030
1073,2015-12-10,seco,38686
1074,2015-12-11,seco,39162
1075,2015-12-12,seco,35683
1076,2015-12-13,seco,32223
1077,2015-12-14,seco,39363
1078,2015-12-15,seco,40624
1079,2015-12-16,seco,40083
1080,2015-12-17,seco,39796
1081,2015-12-18,seco,39915
1082,2015-12-19,seco,36724
1083,2015-12-20,seco,33331
1084,2015-12-21,seco,37597
1085,2015-12-22,seco,38441
1086,2015-12-23,seco,38743
1087,2015-12-24,seco,35702
1088,2015-12-25,seco,31595
1089,2015-12-26,seco,33859
1090,2015-12-27,seco,32666
1091,2015-12-28,seco,36856
1092,2015-12-29,seco,36663
1093,2015-12-30,seco,36006
1094,2015-12-31,seco,33965
1095,2016-01-01,seco,31084
1096,2016-01-02,seco,32923
1097,2016-01-03,seco,31337
1098,2016-01-04,seco,36114
1099,2016-01-05,seco,37351
1100,2016-01-06,seco,37700
1101,2016-01-07,seco,38869
1102,2016-01-08,seco,39564
1103,2016-01-09,seco,36368
1104,2016-01-10,seco,33362
1105,2016-01-11,seco,39502
1106,2016-01-12,seco,40013
1107,2016-01-13,seco,39922
1108,2016-01-14,seco,39586
1109,2016-01-15,seco,38943
1110,2016-01-16,seco,34609
1111,2016-01-17,seco,30720
1112,2016-01-18,seco,35857
1113,2016-01-19,seco,36277
1114,2016-01-20,seco,36014
1115,2016-01-21,seco,36835
1116,2016-01-22,seco,36895
1117,2016-01-23,seco,34117
1118,2016-01-24,seco,31352
1119,2016-01-25,seco,37769
1120,2016-01-26,seco,40380
1121,2016-01-27,seco,40625
1122,2016-01-28,seco,39923
1123,2016-01-29,seco,39419
1124,2016-01-30,seco,36365
1125,2016-01-31,seco,33723
1126,2016-02-01,seco,40995
1127,2016-02-02,seco,42391
1128,2016-02-03,seco,42669
1129,2016-02-04,seco,41915
1130,2016-02-05,seco,41530
1131,2016-02-06,seco,36971
1132,2016-02-07,seco,33189
1133,2016-02-08,seco,35479
1134,2016-02-09,seco,35816
1135,2016-02-10,seco,41025
1136,2016-02-11,seco,42300
1137,2016-02-12,seco,40377
1138,2016-02-13,seco,36775
1139,2016-02-14,seco,34277
1140,2016-02-15,seco,41646
1141,2016-02-16,seco,41399
1142,2016-02-17,seco,41874
1143,2016-02-18,seco,42019
1144,2016-02-19,seco,42123
1145,2016-02-20,seco,38278
1146,2016-02-21,seco,33989
1147,2016-02-22,seco,40152
1148,2016-02-23,seco,41087
1149,2016-02-24,seco,41390
1150,2016-02-25,seco,41656
1151,2016-02-26,seco,41674
1152,2016-02-27,seco,38356
1153,2016-02-28,seco,35014
1154,2016-02-29,seco,39625
1155,2016-03-01,seco,38046
1156,2016-03-02,seco,38797
1157,2016-03-03,seco,39552
1158,2016-03-04,seco,40181
1159,2016-03-05,seco,36003
1160,2016-03-06,seco,33027
1161,2016-03-07,seco,39833
1162,2016-03-08,seco,40675
1163,2016-03-09,seco,41541
1164,2016-03-10,seco,41307
1165,2016-03-11,seco,40618
1166,2016-03-12,seco,36755
1167,2016-03-13,seco,32068
1168,2016-03-14,seco,38493
1169,2016-03-15,seco,39587
1170,2016-03-16,seco,39201
1171,2016-03-17,seco,39603
1172,2016-03-18,seco,39776
1173,2016-03-19,seco,36540
1174,2016-03-20,seco,33176
1175,2016-03-21,seco,40517
1176,2016-03-22,seco,41641
1177,2016-03-23,seco,41549
1178,2016-03-24,seco,39479
1179,2016-03-25,seco,33256
1180,2016-03-26,seco,34188
1181,2016-03-27,seco,32486
1182,2016-03-28,seco,40422
1183,2016-03-29,seco,41197
1184,2016-03-30,seco,41108
1185,2016-03-31,seco,41344
1186,2016-04-01,seco,40800
1187,2016-04-02,seco,36650
1188,2016-04-03,seco,33582
1189,2016-04-04,seco,40368
1190,2016-04-05,seco,40914
1191,2016-04-06,seco,40789
1192,2016-04-07,seco,41311
1193,2016-04-08,seco,41235
1194,2016-04-09,seco,37536
1195,2016-04-10,seco,33791
1196,2016-04-11,seco,40441
1197,2016-04-12,seco,41073
1198,2016-04-13,seco,41139
1199,2016-04-14,seco,41308
1200,2016-04-15,seco,41321
1201,2016-04-16,seco,37261
1202,2016-04-17,seco,33416
1203,2016-04-18,seco,40490
1204,2016-04-19,seco,41366
1205,2016-04-20,seco,41396
1206,2016-04-21,seco,36409
1207,2016-04-22,seco,38097
1208,2016-04-23,seco,35276
1209,2016-04-24,seco,32612
1210,2016-04-25,seco,39813
1211,2016-04-26,seco,40334
1212,2016-04-27,seco,38010
1213,2016-04-28,seco,35689
1214,2016-04-29,seco,34439
1215,2016-04-30,seco,31298
1216,2016-05-01,seco,27104
1217,2016-05-02,seco,33154
1218,2016-05-03,seco,34814
1219,2016-05-04,seco,35320
1220,2016-05-05,seco,36083
1221,2016-05-06,seco,36058
1222,2016-05-07,seco,33143
1223,2016-05-08,seco,29483
1224,2016-05-09,seco,35985
1225,2016-05-10,seco,37263
1226,2016-05-11,seco,37681
1227,2016-05-12,seco,37400
1228,2016-05-13,seco,36053
1229,2016-05-14,seco,32390
1230,2016-05-15,seco,29083
1231,2016-05-16,seco,35309
1232,2016-05-17,seco,36073
1233,2016-05-18,seco,35635
1234,2016-05-19,seco,35532
1235,2016-05-20,seco,36109
1236,2016-05-21,seco,33608
1237,2016-05-22,seco,30269
1238,2016-05-23,seco,35017
1239,2016-05-24,seco,34644
1240,2016-05-25,seco,34682
1241,2016-05-26,seco,31176
1242,2016-05-27,seco,33214
1243,2016-05-28,seco,31381
1244,2016-05-29,seco,28460
1245,2016-05-30,seco,34994
1246,2016-05-31,seco,36423
1247,2016-06-01,seco,36704
1248,2016-06-02,seco,36900
1249,2016-06-03,seco,36591
1250,2016-06-04,seco,33616
1251,2016-06-05,seco,30264
1252,2016-06-06,seco,35989
1253,2016-06-07,seco,36146
1254,2016-06-08,seco,35701
1255,2016-06-09,seco,34630
1256,2016-06-10,seco,33846
1257,2016-06-11,seco,30658
1258,2016-06-12,seco,26772
1259,2016-06-13,seco,31558
1260,2016-06-14,seco,33391
1261,2016-06-15,seco,34133
1262,2016-06-16,seco,34332
1263,2016-06-17,seco,34159
1264,2016-06-18,seco,31249
1265,2016-06-19,seco,27637
1266,2016-06-20,seco,33230
1267,2016-06-21,seco,34223
1268,2016-06-22,seco,34504
1269,2016-06-23,seco,34609
1270,2016-06-24,seco,33810
1271,2016-06-25,seco,30978
1272,2016-06-26,seco,27541
1273,2016-06-27,seco,32931
1274,2016-06-28,seco,33947
1275,2016-06-29,seco,34287
1276,2016-06-30,seco,34278
1277,2016-07-01,seco,33854
1278,2016-07-02,seco,31296
1279,2016-07-03,seco,27835
1280,2016-07-04,seco,33715
1281,2016-07-05,seco,35095
1282,2016-07-06,seco,34979
1283,2016-07-07,seco,34900
1284,2016-07-08,seco,34381
1285,2016-07-09,seco,30498
1286,2016-07-10,seco,28034
1287,2016-07-11,seco,34255
1288,2016-07-12,seco,35876
1289,2016-07-13,seco,35876
1290,2016-07-14,seco,35938
1291,2016-07-15,seco,36016
1292,2016-07-16,seco,32972
1293,2016-07-17,seco,28093
1294,2016-07-18,seco,33025
1295,2016-07-19,seco,33990
1296,2016-07-20,seco,34283
1297,2016-07-21,seco,34467
1298,2016-07-22,seco,34244
1299,2016-07-23,seco,31531
1300,2016-07-24,seco,28321
1301,2016-07-25,seco,34044
1302,2016-07-26,seco,35243
1303,2016-07-27,seco,35769
1304,2016-07-28,seco,35048
1305,2016-07-29,seco,34948
1306,2016-07-30,seco,31930
1307,2016-07-31,seco,28308
1308,2016-08-01,seco,34040
1309,2016-08-02,seco,35337
1310,2016-08-03,seco,35237
1311,2016-08-04,seco,34983
1312,2016-08-05,seco,34910
1313,2016-08-06,seco,32753
1314,2016-08-07,seco,29301
1315,2016-08-08,seco,35164
1316,2016-08-09,seco,36350
1317,2016-08-10,seco,35744
1318,2016-08-11,seco,34977
1319,2016-08-12,seco,34649
1320,2016-08-13,seco,31729
1321,2016-08-14,seco,28623
1322,2016-08-15,seco,34697
1323,2016-08-16,seco,36004
1324,2016-08-17,seco,36830
1325,2016-08-18,seco,37094
1326,2016-08-19,seco,37170
1327,2016-08-20,seco,33997
1328,2016-08-21,seco,29660
1329,2016-08-22,seco,33440
1330,2016-08-23,seco,34119
1331,2016-08-24,seco,34619
1332,2016-08-25,seco,35112
1333,2016-08-26,seco,35460
1334,2016-08-27,seco,32664
1335,2016-08-28,seco,29419
1336,2016-08-29,seco,36083
1337,2016-08-30,seco,37113
1338,2016-08-31,seco,36342
1339,2016-09-01,seco,36123
1340,2016-09-02,seco,35983
1341,2016-09-03,seco,32799
1342,2016-09-04,seco,28986
1343,2016-09-05,seco,34798
1344,2016-09-06,seco,36064
1345,2016-09-07,seco,32311
1346,2016-09-08,seco,35293
1347,2016-09-09,seco,35438
1348,2016-09-10,seco,32857
1349,2016-09-11,seco,29969
1350,2016-09-12,seco,36609
1351,2016-09-13,seco,38110
1352,2016-09-14,seco,38357
1353,2016-09-15,seco,37278
1354,2016-09-16,seco,36468
1355,2016-09-17,seco,33946
1356,2016-09-18,seco,31055
1357,2016-09-19,seco,36731
1358,2016-09-20,seco,36540
1359,2016-09-21,seco,35451
1360,2016-09-22,seco,35894
1361,2016-09-23,seco,36391
1362,2016-09-24,seco,32982
1363,2016-09-25,seco,28842
1364,2016-09-26,seco,34196
1365,2016-09-27,seco,35295
1366,2016-09-28,seco,35942
1367,2016-09-29,seco,36523
1368,2016-09-30,seco,36146
1369,2016-10-01,seco,32475
1370,2016-10-02,seco,28446
1371,2016-10-03,seco,34298
1372,2016-10-04,seco,34762
1373,2016-10-05,seco,34710
1374,2016-10-06,seco,34165
1375,2016-10-07,seco,34143
1376,2016-10-08,seco,31871
1377,2016-10-09,seco,29060
1378,2016-10-10,seco,34638
1379,2016-10-11,seco,35871
1380,2016-10-12,seco,31710
1381,2016-10-13,seco,36874
1382,2016-10-14,seco,37482
1383,2016-10-15,seco,34667
1384,2016-10-16,seco,31465
1385,2016-10-17,seco,38809
1386,2016-10-18,seco,40580
1387,2016-10-19,seco,41261
1388,2016-10-20,seco,40908
1389,2016-10-21,seco,39232
1390,2016-10-22,seco,34192
1391,2016-10-23,seco,30552
1392,2016-10-24,seco,37537
1393,2016-10-25,seco,38498
1394,2016-10-26,seco,39080
1395,2016-10-27,seco,39151
1396,2016-10-28,seco,36995
1397,2016-10-29,seco,32371
1398,2016-10-30,seco,28452
1399,2016-10-31,seco,35310
1400,2016-11-01,seco,36814
1401,2016-11-02,seco,33247
1402,2016-11-03,seco,37435
1403,2016-11-04,seco,36481
1404,2016-11-05,seco,32551
1405,2016-11-06,seco,29337
1406,2016-11-07,seco,35850
1407,2016-11-08,seco,37155
1408,2016-11-09,seco,37709
1409,2016-11-10,seco,38569
1410,2016-11-11,seco,39095
1411,2016-11-12,seco,33817
1412,2016-11-13,seco,28792
1413,2016-11-14,seco,32298
1414,2016-11-15,seco,30651
1415,2016-11-16,seco,35855
1416,2016-11-17,seco,36375
1417,2016-11-18,seco,35052
1418,2016-11-19,seco,30170
1419,2016-11-20,seco,27234
1420,2016-11-21,seco,33935
1421,2016-11-22,seco,35887
1422,2016-11-23,seco,36030
1423,2016-11-24,seco,36565
1424,2016-11-25,seco,36845
1425,2016-11-26,seco,33594
1426,2016-11-27,seco,30936
1427,2016-11-28,seco,38299
1428,2016-11-29,seco,39233
1429,2016-11-30,seco,36526
1430,2016-12-01,seco,35181
1431,2016-12-02,seco,35814
1432,2016-12-03,seco,33630
1433,2016-12-04,seco,30464
1434,2016-12-05,seco,35547
1435,2016-12-06,seco,36870
1436,2016-12-07,seco,37751
1437,2016-12-08,seco,38311
1438,2016-12-09,seco,38685
1439,2016-12-10,seco,35043
1440,2016-12-11,seco,32019
1441,2016-12-12,seco,37927
1442,2016-12-13,seco,38782
1443,2016-12-14,seco,37830
1444,2016-12-15,seco,35358
1445,2016-12-16,seco,34343
1446,2016-12-17,seco,31795
1447,2016-12-18,seco,29841
1448,2016-12-19,seco,35791
1449,2016-12-20,seco,36649
1450,2016-12-21,seco,37278
1451,2016-12-22,seco,37285
1452,2016-12-23,seco,37286
1453,2016-12-24,seco,33604
1454,2016-12-25,seco,30653
1455,2016-12-26,seco,36467
1456,2016-12-27,seco,39165
1457,2016-12-28,seco,39142
1458,2016-12-29,seco,38749
1459,2016-12-30,seco,37393
1460,2016-12-31,seco,34171
1461,2017-01-01,seco,31767
1462,2017-01-02,seco,38183
1463,2017-01-03,seco,40271
1464,2017-01-04,seco,40234
1465,2017-01-05,seco,41152
1466,2017-01-06,seco,41225
1467,2017-01-07,seco,38588
1468,2017-01-08,seco,35569
1469,2017-01-09,seco,42122
1470,2017-01-10,seco,42833
1471,2017-01-11,seco,42583
1472,2017-01-12,seco,41276
1473,2017-01-13,seco,39862
1474,2017-01-14,seco,36652
1475,2017-01-15,seco,33809
1476,2017-01-16,seco,39869
1477,2017-01-17,seco,39935
1478,2017-01-18,seco,40392
1479,2017-01-19,seco,40001
1480,2017-01-20,seco,38651
1481,2017-01-21,seco,35929
1482,2017-01-22,seco,32169
1483,2017-01-23,seco,38607
1484,2017-01-24,seco,40503
1485,2017-01-25,seco,40294
1486,2017-01-26,seco,41055
1487,2017-01-27,seco,40701
1488,2017-01-28,seco,37477
1489,2017-01-29,seco,34311
1490,2017-01-30,seco,41020
1491,2017-01-31,seco,41311
1492,2017-02-01,seco,41088
1493,2017-02-02,seco,41119
1494,2017-02-03,seco,40729
1495,2017-02-04,seco,37419
1496,2017-02-05,seco,34167
1497,2017-02-06,seco,40762
1498,2017-02-07,seco,41374
1499,2017-02-08,seco,41327
1500,2017-02-09,seco,40745
1501,2017-02-10,seco,40958
1502,2017-02-11,seco,37888
1503,2017-02-12,seco,34467
1504,2017-02-13,seco,41535
1505,2017-02-14,seco,42428
1506,2017-02-15,seco,42889
1507,2017-02-16,seco,43159
1508,2017-02-17,seco,43228
1509,2017-02-18,seco,39809
1510,2017-02-19,seco,36361
1511,2017-02-20,seco,43456
1512,2017-02-21,seco,43804
1513,2017-02-22,seco,43760
1514,2017-02-23,seco,44187
1515,2017-02-24,seco,43242
1516,2017-02-25,seco,37317
1517,2017-02-26,seco,33393
1518,2017-02-27,seco,35559
1519,2017-02-28,seco,35610
1520,2017-03-01,seco,39932
1521,2017-03-02,seco,42166
1522,2017-03-03,seco,41702
1523,2017-03-04,seco,38249
1524,2017-03-05,seco,35451
1525,2017-03-06,seco,41617
1526,2017-03-07,seco,42334
1527,2017-03-08,seco,42292
1528,2017-03-09,seco,42641
1529,2017-03-10,seco,43479
1530,2017-03-11,seco,39559
1531,2017-03-12,seco,36370
1532,2017-03-13,seco,42438
1533,2017-03-14,seco,42047
1534,2017-03-15,seco,41734
1535,2017-03-16,seco,42517
1536,2017-03-17,seco,42777
1537,2017-03-18,seco,37273
1538,2017-03-19,seco,32017
1539,2017-03-20,seco,37209
1540,2017-03-21,seco,38074
1541,2017-03-22,seco,38820
1542,2017-03-23,seco,39299
1543,2017-03-24,seco,39930
1544,2017-03-25,seco,37233
1545,2017-03-26,seco,33599
1546,2017-03-27,seco,39207
1547,2017-03-28,seco,39023
1548,2017-03-29,seco,38179
1549,2017-03-30,seco,37900
1550,2017-03-31,seco,37395
1551,2017-04-01,seco,33930
1552,2017-04-02,seco,30737
1553,2017-04-03,seco,37268
1554,2017-04-04,seco,38864
1555,2017-04-05,seco,39877
1556,2017-04-06,seco,40353
1557,2017-04-07,seco,40002
1558,2017-04-08,seco,36521
1559,2017-04-09,seco,32986
1560,2017-04-10,seco,39370
1561,2017-04-11,seco,40553
1562,2017-04-12,seco,39481
1563,2017-04-13,seco,37577
1564,2017-04-14,seco,31582
1565,2017-04-15,seco,32990
1566,2017-04-16,seco,31311
1567,2017-04-17,seco,37741
1568,2017-04-18,seco,37694
1569,2017-04-19,seco,37116
1570,2017-04-20,seco,37360
1571,2017-04-21,seco,33557
1572,2017-04-22,seco,33318
1573,2017-04-23,seco,30078
1574,2017-04-24,seco,35428
1575,2017-04-25,seco,37135
1576,2017-04-26,seco,37931
1577,2017-04-27,seco,37726
1578,2017-04-28,seco,35414
1579,2017-04-29,seco,32027
1580,2017-04-30,seco,28223
1581,2017-05-01,seco,28347
1582,2017-05-02,seco,34613
1583,2017-05-03,seco,35582
1584,2017-05-04,seco,36244
1585,2017-05-05,seco,36449
1586,2017-05-06,seco,33558
1587,2017-05-07,seco,29805
1588,2017-05-08,seco,35221
1589,2017-05-09,seco,35821
1590,2017-05-10,seco,36175
1591,2017-05-11,seco,35764
1592,2017-05-12,seco,35481
1593,2017-05-13,seco,32937
1594,2017-05-14,seco,29637
1595,2017-05-15,seco,35692
1596,2017-05-16,seco,36425
1597,2017-05-17,seco,36111
1598,2017-05-18,seco,36138
1599,2017-05-19,seco,36491
1600,2017-05-20,seco,33287
1601,2017-05-21,seco,30127
1602,2017-05-22,seco,35620
1603,2017-05-23,seco,36111
1604,2017-05-24,seco,35886
1605,2017-05-25,seco,35772
1606,2017-05-26,seco,36106
1607,2017-05-27,seco,33306
1608,2017-05-28,seco,29298
1609,2017-05-29,seco,34582
1610,2017-05-30,seco,35052
1611,2017-05-31,seco,35229
1612,2017-06-01,seco,35176
1613,2017-06-02,seco,35035
1614,2017-06-03,seco,32069
1615,2017-06-04,seco,29268
1616,2017-06-05,seco,35718
1617,2017-06-06,seco,36785
1618,2017-06-07,seco,37276
1619,2017-06-08,seco,37589
1620,2017-06-09,seco,36998
1621,2017-06-10,seco,32334
1622,2017-06-11,seco,28251
1623,2017-06-12,seco,34469
1624,2017-06-13,seco,35992
1625,2017-06-14,seco,36330
1626,2017-06-15,seco,31991
1627,2017-06-16,seco,33668
1628,2017-06-17,seco,31330
1629,2017-06-18,seco,28932
1630,2017-06-19,seco,34578
1631,2017-06-20,seco,35271
1632,2017-06-21,seco,34748
1633,2017-06-22,seco,34904
1634,2017-06-23,seco,34641
1635,2017-06-24,seco,31815
1636,2017-06-25,seco,28391
1637,2017-06-26,seco,33687
1638,2017-06-27,seco,34414
1639,2017-06-28,seco,34652
1640,2017-06-29,seco,34891
1641,2017-06-30,seco,34617
1642,2017-07-01,seco,31602
1643,2017-07-02,seco,27934
1644,2017-07-03,seco,32621
1645,2017-07-04,seco,33164
1646,2017-07-05,seco,33642
1647,2017-07-06,seco,34176
1648,2017-07-07,seco,34360
1649,2017-07-08,seco,31257
1650,2017-07-09,seco,27576
1651,2017-07-10,seco,33118
1652,2017-07-11,seco,34206
1653,2017-07-12,seco,34309
1654,2017-07-13,seco,34543
1655,2017-07-14,seco,34468
1656,2017-07-15,seco,31414
1657,2017-07-16,seco,28307
1658,2017-07-17,seco,33636
1659,2017-07-18,seco,33803
1660,2017-07-19,seco,33523
1661,2017-07-20,seco,33923
1662,2017-07-21,seco,33961
1663,2017-07-22,seco,31198
1664,2017-07-23,seco,28030
1665,2017-07-24,seco,33384
1666,2017-07-25,seco,34644
1667,2017-07-26,seco,34758
1668,2017-07-27,seco,34598
1669,2017-07-28,seco,34408
1670,2017-07-29,seco,31309
1671,2017-07-30,seco,28124
1672,2017-07-31,seco,33135
1673,2017-08-01,seco,34048
1674,2017-08-02,seco,34360
1675,2017-08-03,seco,34753
1676,2017-08-04,seco,34526
1677,2017-08-05,seco,31373
1678,2017-08-06,seco,28054
1679,2017-08-07,seco,33640
1680,2017-08-08,seco,34919
1681,2017-08-09,seco,35846
1682,2017-08-10,seco,35563
1683,2017-08-11,seco,35209
1684,2017-08-12,seco,32377
1685,2017-08-13,seco,28860
1686,2017-08-14,seco,34742
1687,2017-08-15,seco,35114
1688,2017-08-16,seco,35599
1689,2017-08-17,seco,35710
1690,2017-08-18,seco,35874
1691,2017-08-19,seco,33140
1692,2017-08-20,seco,29529
1693,2017-08-21,seco,34174
1694,2017-08-22,seco,34394
1695,2017-08-23,seco,34470
1696,2017-08-24,seco,34614
1697,2017-08-25,seco,34599
1698,2017-08-26,seco,31870
1699,2017-08-27,seco,28611
1700,2017-08-28,seco,34562
1701,2017-08-29,seco,35598
1702,2017-08-30,seco,36345
1703,2017-08-31,seco,36085
1704,2017-09-01,seco,35430
1705,2017-09-02,seco,32536
1706,2017-09-03,seco,28908
1707,2017-09-04,seco,34639
1708,2017-09-05,seco,35905
1709,2017-09-06,seco,36186
1710,2017-09-07,seco,32280
1711,2017-09-08,seco,34126
1712,2017-09-09,seco,32230
1713,2017-09-10,seco,29994
1714,2017-09-11,seco,36620
1715,2017-09-12,seco,37964
1716,2017-09-13,seco,37927
1717,2017-09-14,seco,38607
1718,2017-09-15,seco,38924
1719,2017-09-16,seco,34932
1720,2017-09-17,seco,31030
1721,2017-09-18,seco,37278
1722,2017-09-19,seco,38130
1723,2017-09-20,seco,38463
1724,2017-09-21,seco,38528
1725,2017-09-22,seco,38112
1726,2017-09-23,seco,34902
1727,2017-09-24,seco,31164
1728,2017-09-25,seco,36805
1729,2017-09-26,seco,37372
1730,2017-09-27,seco,38125
1731,2017-09-28,seco,38158
1732,2017-09-29,seco,37240
1733,2017-09-30,seco,33537
1734,2017-10-01,seco,30375
1735,2017-10-02,seco,36312
1736,2017-10-03,seco,36279
1737,2017-10-04,seco,35391
1738,2017-10-05,seco,36424
1739,2017-10-06,seco,38486
1740,2017-10-07,seco,34838
1741,2017-10-08,seco,31166
1742,2017-10-09,seco,38246
1743,2017-10-10,seco,39970
1744,2017-10-11,seco,40672
1745,2017-10-12,seco,35651
1746,2017-10-13,seco,38332
1747,2017-10-14,seco,35708
1748,2017-10-15,seco,31477
1749,2017-10-16,seco,36920
1750,2017-10-17,seco,38333
1751,2017-10-18,seco,39287
1752,2017-10-19,seco,40356
1753,2017-10-20,seco,40137
1754,2017-10-21,seco,36035
1755,2017-10-22,seco,32300
1756,2017-10-23,seco,36764
1757,2017-10-24,seco,36797
1758,2017-10-25,seco,37974
1759,2017-10-26,seco,38537
1760,2017-10-27,seco,38675
1761,2017-10-28,seco,35550
1762,2017-10-29,seco,32068
1763,2017-10-30,seco,37450
1764,2017-10-31,seco,38102
1765,2017-11-01,seco,36577
1766,2017-11-02,seco,31653
1767,2017-11-03,seco,35217
1768,2017-11-04,seco,34455
1769,2017-11-05,seco,31546
1770,2017-11-06,seco,36207
1771,2017-11-07,seco,36440
1772,2017-11-08,seco,36441
1773,2017-11-09,seco,36885
1774,2017-11-10,seco,38162
1775,2017-11-11,seco,34289
1776,2017-11-12,seco,29830
1777,2017-11-13,seco,36106
1778,2017-11-14,seco,37070
1779,2017-11-15,seco,34345
1780,2017-11-16,seco,39537
1781,2017-11-17,seco,39236
1782,2017-11-18,seco,35415
1783,2017-11-19,seco,31936
1784,2017-11-20,seco,34501
1785,2017-11-21,seco,37246
1786,2017-11-22,seco,37474
1787,2017-11-23,seco,36899
1788,2017-11-24,seco,37029
1789,2017-11-25,seco,35253
1790,2017-11-26,seco,32003
1791,2017-11-27,seco,38709
1792,2017-11-28,seco,38963
1793,2017-11-29,seco,37812
1794,2017-11-30,seco,37189
1795,2017-12-01,seco,36422
1796,2017-12-02,seco,33564
1797,2017-12-03,seco,30678
1798,2017-12-04,seco,37495
1799,2017-12-05,seco,38806
1800,2017-12-06,seco,38239
1801,2017-12-07,seco,38642
1802,2017-12-08,seco,38334
1803,2017-12-09,seco,35253
1804,2017-12-10,seco,32029
1805,2017-12-11,seco,38595
1806,2017-12-12,seco,38084
1807,2017-12-13,seco,38194
1808,2017-12-14,seco,39179
1809,2017-12-15,seco,39791
1810,2017-12-16,seco,36647
1811,2017-12-17,seco,33919
1812,2017-12-18,seco,39835
1813,2017-12-19,seco,40424
